station_id,latitude,longitude,elevation,state,name,first_year,last_year,nobs
CAM00071524,45.817,-73.433,21.0,,LASSOMPTION CDA,1996,1996,104
CAM00071569,50.2,-104.7,580.0,,BRATT'S LAKE UA,2004,2011,401
CAM00071600,43.9322,-60.0094,5.0,,SABLE ISLAND,1954,2019,44361
CAM00071603,43.8667,-66.1,8.9,,YARMOUTH UA,1988,2025,25878
CAM00071621,44.117,-77.533,86.0,,TRENTON ARPT,1999,2001,142
CAM00071625,45.95,-77.317,130.0,,PETAWAWA,1986,2005,1273
CAM00071627,45.467,-73.733,36.0,,MONTREAL/TRUDEAU INT,1973,1995,17827
CAM00071701,45.8333,-66.4333,50.6,,GAGETOWN A,1971,2025,11241
CAM00071716,46.9,-71.483,178.0,,VALCARTIER AIRPORT,1977,2006,2371
CAM00071722,46.3019,-76.0061,188.6,,MANIWAKI UA,1954,2025,49910
CAM00071801,47.6667,-52.75,140.0,,SAINT JOHN'S ARPT,1950,2009,30095
CAM00071802,47.5167,-52.7833,112.4,,ST JOHN'S WEST UA,2009,2025,11495
CAM00071811,50.2167,-66.25,53.1,,SEPT-ILES UA,1954,2025,49788
CAM00071815,48.5667,-58.5667,57.0,,STEPHENVILLE UA,1946,2025,65677
CAM00071816,53.3,-60.3667,35.7,,GOOSE UA,1946,2025,64613
CAM00071823,53.7572,-73.6792,302.4,,LA GRANDE IV UA,1985,2025,28365
CAM00071836,51.2667,-80.65,10.0,,MOOSONEE UA,1954,2023,46949
CAM00071843,49.8,-97.1333,227.0,,WINNIPEG UA,2000,2025,574
CAM00071845,51.45,-90.2,386.2,,PICKLE LAKE UA,1992,2025,23664
CAM00071851,49.9031,-98.2842,272.7,,PORTAGE SOUTHPORT,1999,2003,554
CAM00071852,49.9,-97.233,239.0,,WINNIPEG INT.AIRPOR,1973,1997,16336
CAM00071853,49.783,-99.633,373.0,,SHILO,1968,2007,6238
CAM00071855,51.1,-100.05,304.0,,DAUPHIN AIRPORT,1973,1988,2648
CAM00071861,50.383,-102.683,602.0,,BROADVIEW,1980,1990,8722
CAM00071863,50.433,-104.667,578.0,,REGINA INTL,1973,1994,6105
CAM00071866,52.167,-106.717,504.0,,SASKATOON DIEFENBAKE,1994,1998,2309
CAM00071867,53.9667,-101.1,274.0,,THE PAS UA,1954,2025,50379
CAM00071869,53.217,-105.667,428.0,,PRINCE ALBERT ARPT,1973,1993,9605
CAM00071874,49.633,-112.8,929.0,,LETHBRIDGE AWOS,1973,1994,9936
CAM00071876,52.767,-108.25,548.0,,NORTH BATTLEFORD,1998,2002,2182
CAM00071877,51.117,-114.017,1084.0,,CALGARY INTL,1965,1995,15534
CAM00071892,49.2,-123.167,4.0,,VANCOUVER INT. AIRP,1973,1996,14056
CAM00071893,49.7167,-124.9,25.6,,COMOX A,2009,2010,104
CAM00071896,53.883,-122.667,691.0,,PRINCE GEORGE,1954,1998,30854
CAM00071906,58.1167,-68.4167,60.2,,KUUJJUAQ,1947,2025,52283
CAM00071907,58.4667,-78.0833,24.4,,INUKJUAK UA,1950,2025,52448
CAM00071908,53.9,-122.79,600.5,,PRINCE GEORGE UA,2000,2025,18587
CAM00071909,63.75,-68.55,21.9,,IQALUIT UA,1946,2025,54977
CAM00071913,58.7333,-94.0667,28.5,,CHURCHILL A UA,1950,2025,53590
CAM00071915,64.2,-83.3667,57.3,,CORAL HARBOUR UA,1950,2017,45390
CAM00071917,79.9833,-85.9333,10.4,,EUREKA UA,1948,2025,56693
CAM00071924,74.7042,-94.9681,46.1,,RESOLUTE UA,1948,2025,56963
CAM00071925,69.1333,-105.0667,25.1,,CAMBRIDGE BAY UA,1962,2025,40197
CAM00071926,64.3167,-96.0,50.8,,BAKER LAKE UA,1949,2025,48540
CAM00071928,52.433,-114.917,989.0,,ROCKY MTN HOUSE,1969,1980,1475
CAM00071932,56.65,-111.217,369.0,,FORT MCMURRAY ARPT,1973,1995,11470
CAM00071934,60.0261,-111.9294,204.1,,FORT SMITH UA,1954,2025,48413
CAM00071938,67.8,-115.1,9.0,,COPPERMINE,1932,1970,14703
CAM00071945,58.8333,-122.6,378.3,,FORT NELSON UA,1954,2025,50233
CAM00071957,68.3167,-133.5167,103.2,,INUVIK UA,1960,2025,47520
CAM00071964,60.7328,-135.0969,707.0,,WHITEHORSE UA,1954,2025,49773
CAM00071968,68.23,-135.0,10.0,,AKLAVIK,1950,1960,7053
CAM00072803,48.95,-59.567,150.0,,USAF-DS3-543,1973,1976,961
CAM00072807,47.3,-54.0,14.0,,ARGENTIA,1946,1970,11299
CAM00072826,53.2,-70.9,537.0,,USAF-DS3-548,1954,1977,15444
CAM00072848,53.833,-89.867,218.0,,USAF-DS3-550,1954,1977,15743
CAM00072918,73.0,-85.3,0.0,,ARCTIC BAY (NWT),1942,1957,7539
CAM00072953,60.117,-128.817,689.0,,USAF-DS3-576,1973,1976,2074
CAM00074127,54.917,-109.967,625.0,,USAF-DS3-592,1975,1977,466
CAM00074399,43.717,-65.25,28.0,,USAF-DS3-594,1972,1977,3278
CAXUAC03491,50.28,-64.17,23.0,,MINGAN,1946,1949,632
CAXUAE04875,61.08,-69.55,88.0,,CAPE HOPES ADVANCE STATION,1932,1933,661
CAXUAE04876,63.5,-90.7,9.4,,CHESTERFIELD INLET,1932,1933,472
CAXUAE04878,54.62,-113.33,745.0,,MEANOOK,1933,1933,101
CBM00048992,11.55,104.85,10.0,,USAF-DS3-300,1975,1975,154
CDM00064700,12.1333,15.0333,295.0,,NDJAMENA,1950,2025,48315
CDM00064750,9.15,18.3833,365.0,,SARH,1961,2024,17208
CDM00064753,18.0,19.167,234.0,,FAYA,1973,1977,2999
CDM00064756,13.85,20.85,545.0,,ABECHE,1973,1979,4728
CEM00043413,8.9833,79.9167,3.0,,MANNAR,1938,2024,14120
CEM00043418,8.5833,81.25,79.0,,TRINCOMALEE,1973,2024,14696
CEM00043421,8.3333,80.4167,93.0,,ANURADHAPURA,2008,2009,612
CEM00043424,8.0333,79.8333,2.0,,PUTTALAM,1994,2011,6376
CEM00043466,6.9,79.8667,7.0,,COLOMBO,1939,2025,35169
CEM00043475,6.8833,81.8333,4.0,,POTTUVIL,2010,2011,151
CEM00043497,6.1167,81.1333,18.0,,HAMBANTOTA,1973,2024,22621
CFM00064400,-4.8167,11.9,17.0,,POINTE-NOIRE,1947,2025,31784
CFM00064401,-4.217,12.667,329.0,,DOLISIE,1949,1994,7834
CFM00064450,-4.25,15.25,319.0,,BRAZZAVILLE /MAYA-MAYA,1973,2024,30040
CFM00064453,-2.533,14.767,791.0,,DJAMBALA,1973,1986,1376
CFM00064458,1.6167,16.05,352.0,,OUESSO,1963,2024,12846
CFM00064459,1.617,18.067,335.0,,IMPFONDO,1973,1982,986
CGM00064210,-4.383,15.433,313.0,,KINSHASA/NDJILI,1967,1990,654
CGM00064220,-4.367,15.25,445.0,,KINSHASA/BINZA,1980,1983,383
CHM00050353,51.717,126.65,179.0,,HUMA,1973,1987,6620
CHM00050527,49.25,119.7,653.3,,HAILAR,1956,2025,45979
CHM00050557,49.1667,125.2333,243.0,,NENJIANG,1956,2025,44948
CHM00050603,48.667,116.817,556.0,,XIN BARAG YOUQI,1973,1997,12550
CHM00050745,47.383,123.917,148.0,,QIQIHAR,1973,2000,17927
CHM00050774,47.7167,128.8333,264.8,,YICHUN,1973,2025,37092
CHM00050834,46.5,121.36,427.0,,USAF-DS3-303,1982,2000,11685
CHM00050873,46.817,130.333,80.0,,CHIAMUSSU,1956,1961,2815
CHM00050953,45.9333,126.5667,118.3,,HARBIN,1958,2025,47199
CHM00051076,47.7333,88.0833,737.0,,ALTAY,1958,2025,47162
CHM00051133,46.733,83.0,549.0,,TACHENG,1964,2002,22029
CHM00051156,46.81,85.7489,1323.2,,HOBOKSAR,1973,2017,26746
CHM00051232,45.95,82.56,1067.0,,USAF-DS3-306,1973,1999,10724
CHM00051243,45.6167,84.85,457.0,,KARAMAY,1973,2025,23013
CHM00051288,45.367,90.533,1651.0,,BAYTIK SHAN,1959,2002,19774
CHM00051334,44.617,82.9,321.0,,JINGHE,1973,1998,10505
CHM00051379,44.017,89.567,794.0,,QITAI,1973,1998,9992
CHM00051431,43.95,81.3333,664.0,,YINING,1956,2025,46309
CHM00051463,43.7833,87.6167,919.0,,WU LU MU QI,1956,2025,49946
CHM00051495,43.483,91.633,874.0,,SHISANJIANFANG,1973,1998,15467
CHM00051573,42.933,89.2,37.0,,TURPAN,1973,1998,10824
CHM00051628,41.26,80.3,1286.0,,USAF-DS3-314,1959,1999,9162
CHM00051644,41.7167,82.95,1083.5,,KUQA,1957,2025,46004
CHM00051656,41.7294,85.8186,903.0,,KORLA,1964,2025,24552
CHM00051701,40.45,75.383,3651.0,,USAF-DS3-317,1973,1991,3705
CHM00051709,39.4833,75.75,1386.7,,KASHI,1956,2025,48587
CHM00051711,40.933,78.45,1986.0,,AKQI,1973,1987,5651
CHM00051716,39.8,78.567,1117.0,,BACHU,1973,1998,9060
CHM00051765,40.633,87.7,847.0,,TIKANLIK,1973,1998,16175
CHM00051777,39.0333,88.1667,889.0,,RUOQIANG,1956,2025,48408
CHM00051811,38.433,77.267,1232.0,,SHACHE,1973,1998,15714
CHM00051828,37.1333,79.9333,1375.0,,HOTAN,1957,2025,47685
CHM00051839,37.0667,82.7167,1409.0,,MINFENG,1973,2025,22746
CHM00051848,37.93,83.65,1264.0,,USAF-DS3-321,1979,1998,14362
CHM00051855,38.15,85.55,1248.0,,USAF-DS3-322,1973,1980,4798
CHM00051886,38.25,90.85,3139.0,,MANGNAI,1973,2002,15031
CHM00051895,37.85,91.65,3060.0,,MANGYA,1957,1961,1192
CHM00052203,42.8167,93.5167,739.0,,HAMI,1957,2025,45271
CHM00052267,41.95,101.0667,941.0,,EJIN QI,1957,2025,41941
CHM00052313,41.7833,95.1333,1935.0,,XING-XING-XIA,1959,1959,122
CHM00052323,41.8,97.0333,1770.0,,MAZONG SHAN,1963,2025,41017
CHM00052391,41.75,103.9667,1463.0,,PANG-TING-TO-TO-KAI,1963,1970,1057
CHM00052418,40.15,94.6833,1140.0,,DUNHUANG,1957,2025,47897
CHM00052436,40.267,97.033,1527.0,,YUMENZHEN,1973,1982,2942
CHM00052495,40.75,104.5,1329.0,,BAYAN MOD,1971,2002,20476
CHM00052533,39.7667,98.4833,1478.0,,JIUQUAN,1956,2025,47383
CHM00052602,38.833,93.383,2771.0,,LENGHU,1959,1993,15645
CHM00052657,38.183,100.25,2700.0,,USAF-DS3-331,1973,1982,4341
CHM00052681,38.6333,103.0833,1367.0,,MINQIN,1957,2025,45725
CHM00052713,37.85,95.367,3174.0,,DA-QAIDAM,1973,1987,5439
CHM00052737,37.317,97.217,2982.0,,DELINGHA,1973,1998,10750
CHM00052818,36.4167,94.9,2809.0,,GOLMUD,1957,2025,46685
CHM00052836,36.3,98.1,3190.0,,DOULAN,1956,2025,43678
CHM00052856,36.35,100.78,2743.0,,USAF-DS3-336,1973,1988,7373
CHM00052866,36.7167,101.75,2296.0,,XINING,1958,2025,44087
CHM00052889,36.05,103.883,1518.0,,LANZHOU,1956,2001,30963
CHM00052908,35.217,93.083,4613.0,,WUDAOLIANG,1973,1987,5083
CHM00052983,35.8667,104.15,1875.0,,YU ZHONG,2001,2025,16488
CHM00053068,43.6333,111.95,966.0,,ERENHOT,1973,2025,39011
CHM00053083,44.617,114.15,1183.0,,NARAN BULAG,1973,1997,14093
CHM00053231,41.45,106.383,1510.0,,HAILS,1973,1988,4738
CHM00053276,42.4,112.9,1152.0,,JURH,1956,1988,11935
CHM00053336,41.5667,108.5167,1290.0,,HALIUT,1973,2020,23061
CHM00053420,40.97,107.17,1057.0,,XAMBA,1956,1958,1094
CHM00053463,40.85,111.5667,1153.5,,HOHHOT,1956,2025,47518
CHM00053487,40.1,113.333,1069.0,,DATONG,1973,1988,8658
CHM00053502,39.783,105.75,1143.0,,JARTAI,1973,1987,9470
CHM00053513,40.7333,107.3667,1041.0,,LINHE,1973,2025,37166
CHM00053529,39.1,107.983,1381.0,,OTOG QI,1973,1988,9443
CHM00053543,39.8333,109.9833,1459.0,,DONGSHENG,1963,2025,26382
CHM00053546,39.283,109.75,1310.0,,CHASAKOCHI,1957,1962,3515
CHM00053564,39.383,111.15,861.0,,HEQU,1973,1988,8713
CHM00053614,38.4667,106.2,1112.0,,YINCHUAN,1957,2025,48249
CHM00053772,37.6206,112.5767,776.0,,TAIYUAN,1956,2025,49044
CHM00053798,37.1808,114.3589,184.0,,XINGTAI,1967,2020,26270
CHM00053821,36.767,107.2,1322.0,,USAF-DS3-344,1973,1987,8198
CHM00053845,36.5667,109.45,958.9,,YAN AN,1956,2025,47522
CHM00053853,36.7,110.933,1006.0,,USAF-DS3-345,1973,1988,8040
CHM00053898,36.05,114.4,64.0,,ANYANG,1973,1987,7228
CHM00053915,35.55,106.6667,1348.0,,PINGLIANG,1959,2025,41904
CHM00053942,35.75,109.417,1000.0,,USAF-DS3-346,1973,1981,4359
CHM00054012,44.583,117.6,997.0,,XI UJIMQIN QI,1973,1988,8443
CHM00054027,43.983,119.4,485.0,,LINDONG,1979,1987,4651
CHM00054094,44.567,129.6,242.0,,MUDANJIANG,1973,1987,4789
CHM00054102,43.95,116.1167,1004.0,,XILIN HOT,1956,2025,47881
CHM00054115,43.6,118.067,800.0,,LINXI,1973,1978,3300
CHM00054135,43.6,122.2667,180.0,,TONGLIAO,1959,2025,43890
CHM00054161,43.9,125.2167,238.0,,CHANGCHUN,1956,2025,48420
CHM00054218,42.3,118.8333,668.6,,CHIFENG,1956,2025,47133
CHM00054237,42.0,121.667,182.0,,USAF-DS3-352,1973,1987,6853
CHM00054292,42.8667,129.5,258.0,,YANJI,1956,2025,45587
CHM00054337,41.117,121.067,30.0,,JINZHOU,1960,2007,26091
CHM00054339,41.1167,122.95,122.0,,AN SHAN,1960,1961,362
CHM00054342,41.7333,123.5167,49.0,,SHENYANG,1956,2019,45363
CHM00054374,41.8,126.8833,385.0,,LINJIANG,1959,2025,43846
CHM00054401,40.7833,114.8833,774.1,,ZHANGJIAKOU,1973,2020,23072
CHM00054423,40.967,117.917,423.0,,CHENGDE,1973,1989,6676
CHM00054497,40.083,124.333,13.0,,DANDONG,1960,2007,24597
CHM00054511,39.9333,116.2833,32.5,,BEIJING,1956,2025,49178
CHM00054534,39.6667,118.1167,57.0,,TANG SHAN,1960,1961,251
CHM00054539,39.4333,118.9,12.0,,LETING,1973,2010,20584
CHM00054602,38.733,115.483,17.0,,BAODING,1973,1990,9153
CHM00054662,38.9,121.6333,97.0,,DALIAN,1944,2025,47081
CHM00054714,37.4833,116.3667,23.0,,TE HSIEN/TECHOW,1959,1961,498
CHM00054727,36.7,117.55,123.0,,ZHANGQIU,2003,2025,14987
CHM00054753,37.617,120.317,5.0,,LONGKOU,1973,1990,8328
CHM00054776,37.4,122.683,47.0,,CHENGSHANTOU,1973,2000,15581
CHM00054823,36.683,116.983,58.0,,JINAN,1956,2003,33396
CHM00054836,36.183,118.15,302.0,,YIYUAN,1973,1987,6101
CHM00054843,36.7,119.1167,38.0,,WEI HSIEN,1960,1961,254
CHM00054857,36.0667,120.3333,77.0,,QINGDAO,1956,2025,57562
CHM00054906,35.25,115.433,51.0,,USAF-DS3-367,1973,1988,7241
CHM00055228,32.5,80.067,4279.0,,SHIQUANHE,1973,2000,10631
CHM00055248,32.3,84.05,4420.0,,USAF-DS3-368,1974,2000,8963
CHM00055279,31.367,90.017,4701.0,,BAINGOIN,1973,1999,11427
CHM00055299,31.4833,92.0667,4508.0,,NAGQU,1957,2025,41718
CHM00055472,30.95,88.633,4671.0,,XAINZA,1973,2002,12077
CHM00055578,29.217,88.917,3837.0,,XIGAZE,1973,2002,11664
CHM00055591,29.6667,91.1333,3650.0,,LHASA,1957,2025,43404
CHM00055664,28.633,87.083,4302.0,,TINGRI,1973,2000,4882
CHM00055690,28.5,91.8,-999.9,,USAF-DS3-372,1977,1986,982
CHM00055696,28.417,92.467,3900.0,,LHUNZE,1973,2002,9321
CHM00055773,27.75,89.167,4301.0,,PAGRI,1973,2002,5820
CHM00056004,33.95,92.617,4535.0,,TUOTUOHE,1973,1999,11291
CHM00056029,33.0,96.95,3716.9,,YUSHU,1959,2025,39685
CHM00056033,34.917,98.217,4273.0,,MADOI,1973,1987,6085
CHM00056046,33.75,99.65,3968.0,,DARLAG,1967,2025,14972
CHM00056079,33.583,102.967,3441.0,,RUOERGAI,1973,1982,2991
CHM00056080,35.0,102.9,2910.0,,HEZUO,1960,2025,40661
CHM00056096,33.383,104.917,1079.0,,WUDU,1957,2002,27513
CHM00056106,31.867,93.767,4024.0,,SOG XIAN,1973,1999,7101
CHM00056116,31.417,95.6,3874.0,,DENGQEN,1973,2002,6863
CHM00056137,31.15,97.1667,3307.0,,QAMDO,1957,2025,40488
CHM00056146,31.6167,100.0,3394.0,,GARZE,1957,2025,41658
CHM00056172,31.9,102.233,2666.0,,BARKAM,1960,1987,6148
CHM00056173,31.85,102.7,3422.0,,USAF-DS3-379,1973,2000,5823
CHM00056187,30.75,103.8667,549.0,,WENJIANG,2004,2025,14220
CHM00056247,29.967,99.067,2589.0,,BATANG,1972,2002,19658
CHM00056294,30.667,104.017,508.0,,CHENGDU,1956,2004,34767
CHM00056312,29.5667,94.4667,3001.0,,NYINGCHI,1973,2000,6509
CHM00056374,30.05,101.967,2617.0,,KANGDING,1973,1990,3716
CHM00056444,28.45,98.883,3320.0,,DEQEN,1967,1988,6169
CHM00056462,29.033,101.5,2994.0,,JIULONG,1973,1987,1437
CHM00056492,28.8,104.6,342.0,,YIBIN,1957,2025,30833
CHM00056533,27.6667,98.3833,2051.0,,LA WANG/TZUKEI,1959,1961,857
CHM00056571,27.9,102.2667,1599.0,,XICHANG,1956,2025,44174
CHM00056651,26.8333,100.2167,2382.0,,LIJING,1964,2025,23101
CHM00056691,26.8667,104.2833,2236.0,,WEINING,1960,2025,42326
CHM00056739,24.9844,98.5056,1696.9,,TENGCHONG,1956,2025,45540
CHM00056778,25.0167,102.6833,1892.0,,KUNMING,1956,2025,45075
CHM00056779,25.0167,102.8333,1982.0,,KAN-HAI-TZU,1960,1961,598
CHM00056951,23.8833,100.0833,1502.4,,LINCANG,1973,1987,2076
CHM00056964,22.7667,100.9833,1303.0,,SIMAO,1957,2025,46708
CHM00056985,23.4444,103.3278,1313.6,,MENGZI,1973,2025,35889
CHM00056989,22.5,103.95,138.0,,USAF-DS3-386,1957,1979,13534
CHM00057006,34.583,105.75,1143.0,,TIANSHUI,1973,1987,6899
CHM00057036,34.3,108.933,398.0,,XIAN,1956,2006,36681
CHM00057067,34.0803,111.0728,659.5,,LUSHI,1973,2017,26488
CHM00057083,34.7167,113.65,111.0,,ZHENGZHOU,1956,2025,59947
CHM00057127,33.0667,107.0333,509.0,,HANZHONG,1959,2025,45042
CHM00057131,34.4333,108.9667,411.0,,JINGHE,2007,2025,12033
CHM00057178,33.1,112.4833,181.6,,NANYANG,1967,2025,38386
CHM00057193,33.783,114.517,53.0,,XIHUA,1973,1987,6675
CHM00057208,32.333,105.683,-999.9,,USAF-DS3-398,1973,1974,321
CHM00057237,32.067,108.033,674.0,,WANYUAN,1973,1982,3574
CHM00057245,32.7167,109.0333,291.0,,ANKANG,1960,2025,26905
CHM00057265,32.383,111.667,91.0,,GUANGHUA,1973,1980,3239
CHM00057290,32.967,114.05,85.0,,ZHUMADIAN,1973,1996,6626
CHM00057297,32.133,114.05,115.0,,XINYANG,1973,1989,7884
CHM00057328,31.217,107.5,342.0,,DA XIAN,1960,2002,23567
CHM00057411,30.8,106.083,310.0,,NANCHONG,1972,1983,8082
CHM00057447,30.2833,109.4667,458.0,,ENSHI,1959,2022,42745
CHM00057461,30.7333,111.3667,257.7,,YICHANG,1956,2025,47669
CHM00057494,30.6,114.05,24.0,,WUHAN,1946,2025,60523
CHM00057516,29.6,106.4,541.1,,CHONGQING,1957,2025,46994
CHM00057584,29.383,113.083,52.0,,YUEYANG,1973,1987,4823
CHM00057606,28.48,105.93,977.0,,USAF-DS3-410,1973,1987,3165
CHM00057633,28.833,108.767,665.0,,YOUYANG,1980,1981,169
CHM00057662,29.05,111.683,35.0,,CHANGDE,1973,1987,4719
CHM00057687,28.1086,112.7864,120.0,,CHANGSHA,1956,2025,48168
CHM00057707,27.3,105.233,1511.0,,BIJIE,1973,1986,1335
CHM00057731,27.95,108.25,418.0,,SINAN,1973,1987,3144
CHM00057749,27.5667,110.0,261.0,,HUAIHUA,1956,2025,47826
CHM00057799,27.117,114.967,78.0,,JIAN,1973,1987,4747
CHM00057816,26.4833,106.65,1223.0,,GUIYANG,1956,2025,47422
CHM00057902,25.433,105.183,1379.0,,XINGREN,1973,1989,4750
CHM00057916,25.433,106.767,441.0,,LUODIAN,1973,1987,3236
CHM00057932,25.967,108.533,287.0,,RONGJIANG,1973,1987,2499
CHM00057957,25.3333,110.3,166.0,,GUILIN,1957,2025,47439
CHM00057972,25.7353,112.9739,368.8,,CHENZHOU,1956,2025,46578
CHM00057993,25.8667,115.0,134.0,,GANZHOU,1956,2025,48227
CHM00058027,34.2833,117.15,42.0,,XUZHOU,1956,2025,47944
CHM00058040,34.85,119.133,10.0,,GANYU,1973,1987,7452
CHM00058144,33.6,119.033,17.0,,USAF-DS3-420,1973,1990,7300
CHM00058150,33.75,120.3,3.0,,SHEYANG,1964,2025,39618
CHM00058203,32.8667,115.7333,33.0,,FUYANG,1957,2025,45442
CHM00058238,31.9333,118.9,32.0,,NANJING,1930,2025,49940
CHM00058321,31.867,117.233,36.0,,HEFEI,1960,1987,9149
CHM00058362,31.4167,121.45,9.0,,SHANGHAI (BAOSHAN),1956,2025,49039
CHM00058424,30.6167,116.9667,62.0,,ANQING,1960,2025,39485
CHM00058457,30.2333,120.1667,43.0,,HANGZHOU,1960,2025,53230
CHM00058477,30.033,122.117,37.0,,DINGHAI,1973,1985,3697
CHM00058527,29.3,117.2,60.0,,JINGDEZHEN,1973,1987,5385
CHM00058606,28.6,115.9167,50.0,,NANCHANG,1957,2025,47842
CHM00058633,28.9667,118.8667,82.9,,QU XIAN,1956,2025,47794
CHM00058665,28.6167,121.4167,2.0,,HONGJIA,1991,2025,23911
CHM00058666,28.45,121.883,84.0,,DACHEN DAO,1958,1991,18783
CHM00058725,27.3333,117.4667,219.0,,SHAOWU,1958,2025,38902
CHM00058754,27.333,120.2,38.0,,FUDING,1973,1987,4348
CHM00058847,26.0833,119.2833,85.0,,FUZHOU,1956,2025,57105
CHM00058911,25.85,116.367,311.0,,CHANGTING,1973,1987,5057
CHM00058944,25.517,119.783,31.0,,PINGTAN,1973,1987,3181
CHM00059007,24.067,105.067,1251.0,,GUANGNAN,1973,1987,5390
CHM00059023,24.7,108.0333,261.0,,HECHI,1973,2025,25665
CHM00059046,24.35,109.4,97.0,,LIUZHOU,1973,1987,4445
CHM00059082,24.8333,113.5,87.0,,CHU CHIANG,1958,1961,1393
CHM00059096,24.367,114.483,214.0,,LIANPING,1967,2002,20786
CHM00059134,24.4833,118.0833,139.0,,XIAMEN,1958,2025,45912
CHM00059137,24.3,118.083,12.0,,CHIANGYANG,1960,1960,188
CHM00059211,23.9,106.6,177.0,,BAISE,1957,2025,45447
CHM00059265,23.4833,111.3,120.0,,WUZHOU,1957,2025,46130
CHM00059280,23.7,113.0833,78.0,,QINGYUAN,1997,2025,20343
CHM00059287,23.217,113.483,71.0,,GUANGZHOU,1956,1995,28007
CHM00059293,23.8,114.7333,61.0,,HEYUAN,2015,2025,5782
CHM00059316,23.35,116.6667,4.0,,SHANTOU,1957,2025,59315
CHM00059417,22.367,106.75,129.0,,LONGZHOU,1973,1987,4011
CHM00059431,22.6333,108.2167,126.0,,NANNING,1956,2025,47878
CHM00059501,22.783,115.367,5.0,,SHANWEI,1973,1989,2322
CHM00059644,21.4833,109.1,16.0,,BEIHAI,1973,2015,9882
CHM00059647,21.033,109.117,41.0,,USAF-DS3-444,1981,1989,6212
CHM00059658,21.217,110.4,28.0,,ZHANJIANG,1973,1987,5208
CHM00059663,21.8333,111.9667,91.0,,YANGJIANG,1966,2020,25008
CHM00059758,20.0,110.25,64.0,,HAIKOU,1956,2025,59312
CHM00059838,19.1,108.617,8.0,,DONGFANG,1973,1990,6890
CHM00059948,18.2167,109.5833,420.0,,SANYA,1973,2020,23141
CHXUAC03995,46.22,122.05,274.0,,ULANHOT,1957,1960,2278
CHXUAE04856,39.9,116.47,64.0,,PEIPING,1932,1935,701
CHXUAE04858,34.25,108.93,400.0,,SIAN,1934,1935,196
CIM00085442,-23.4503,-70.4408,113.0,,ANTOFAGASTA,1957,2025,30832
CIM00085469,-27.1606,-109.4267,172.0,,ISLA DE PASCUA,1966,2023,14840
CIM00085543,-32.78,-71.51,8.0,,USAF-DS3-610,1957,1999,28938
CIM00085586,-33.6547,-71.6144,73.0,,SANTO DOMINGO,1999,2025,16128
CIM00085799,-41.4347,-73.0975,84.0,,PUERTO MONTT,1957,2025,30102
CIM00085934,-53.0033,-70.845,38.0,,PUNTA ARENAS,1975,2025,16847
CJM00078384,19.2917,-81.3583,3.0,,OWEN ROBERTS AIRPORT GRAND CAY,1956,2025,36997
CKM00096996,-12.1892,96.8344,3.0,,COCOS ISLAND AERO,1952,2025,45552
CMM00064860,9.333,13.383,242.0,,GAROUA,1953,2008,10946
CMM00064870,7.35,13.5667,1114.0,,NGAOUNDERE,1973,2025,14136
CMM00064893,5.65,10.75,1210.0,,KOUNDJA,1953,1993,5780
CMM00064900,5.55,12.367,1027.0,,YOKO,1973,1987,1316
CMM00064910,4.0167,9.7,10.0,,DOUALA R.S.,1953,2025,28818
CMM00064931,4.467,14.367,656.0,,BATOURI,1953,1993,4064
CMM00064950,3.833,11.517,760.0,,YAOUNDE,1953,1992,7131
CNM00067001,-11.7,43.233,6.0,,MORONI AIRPORT,1973,1982,5231
CNM00067002,-11.5333,43.2667,29.0,,HAHAYA INT. AIRPORT,1982,2025,3260
CNM00067004,-12.117,44.433,12.0,,OUANI (ANJOUAN),1973,1982,3271
COM00071764,7.1,-76.4,0.0,,USAF-DS3-525,2006,2006,181
COM00080001,12.5833,-81.7167,1.0,,SAN ANDRES (ISLA)/SESQUICENTEN,1956,2025,27216
COM00080028,10.8833,-74.7833,14.0,,BARRANQUILLA/ERNESTO CORTISSOZ,2017,2024,1418
COM00080035,11.5333,-72.9333,4.0,,RIOHACHA/ALMIRANTE PADILLA,1992,2016,2967
COM00080094,7.1,-73.2,1189.0,,BUCARAMANGA/PALONEGRO,2018,2024,1267
COM00080210,4.8167,-75.7333,1342.0,,PEREIRA/MATECANA,2018,2019,170
COM00080222,4.7,-74.15,2547.0,,BOGOTA/ELDORADO,1960,2025,26113
COM00080241,4.55,-70.917,167.0,,LAS GAVIOTAS,1973,2003,3770
COM00080259,3.55,-76.3833,961.0,,CALI/ALFONSO BONILLA ARAGON,2016,2025,1901
COM00080337,1.85,-78.767,5.0,,TUMACO,1975,1976,344
COM00080398,-4.1667,-69.95,84.0,,LETICIA/VASQUEZ COBO,1986,2025,6457
CQM00091232,15.117,145.733,3.0,,SAIPAN/ISLEY (CGS),1990,1992,7992
CSM00078762,9.9833,-84.1833,908.0,,JUAN SANTAMARIA INT. AIRPORT,1972,2021,11018
CTM00064600,4.25,15.8,583.0,,BERBERATI,1973,1993,2543
CTM00064601,5.967,15.633,1020.0,,BOUAR,1973,1994,2424
CTM00064610,6.483,17.433,465.0,,BOSSANGOA,1973,1995,3181
CTM00064650,4.4,18.5167,365.0,,BANGUI,1950,2019,34562
CTM00064654,8.4,20.65,511.0,,NDELE,1973,1987,2173
CTM00064656,4.733,22.833,500.0,,BANGASSOU,1973,1994,2199
CTM00064665,4.317,21.183,406.0,,MOBAYE,1992,1992,150
